"yarrowiacyc"	"Row Labels"	"Description"	"UniProt"	"CLB22 Gene Name"	"CLB22 GO (biological process)"	"CLB22 GO (cellular component)"	"CLB22 GO (molecular function)"	"WT_A"	"WT_B"	"WT_C"	"WT_D"	"F174_A"	"F174_B"	"F174_D"	"F174_E"	"UVF4_A"	"UVF4_B"	"UVF4_C"	"UVF4_D"	"UVF4_E"	"p"	"q"	"nWT"	"nF174"	"nUVF4"	"log2FoldChange(F174/WT)"	"log2FoldChange(UVF4/WT)"	"log2FoldChange(UVF4/F174)"	"PresentOnlyWT"	"PresentOnlyF174"	"PresentOnlyUVF4"	"AbsentOnlyWT"	"AbsentOnlyF174"	"AbsentOnlyUVF4"	"Pass pq"	"Pass FoldChange"	"PassUniquePresence"	"PassUniqueAbsence"	"PassOverall"	"pq WT vs F174"	"Similarity_Yarlip1.to.yarrowiacyc"	"Similarity_yarrowiacyc.to.Yarlip1"
G1FV3-27041-MONOMER	"jgi|Yarlip1|132283|fgenesh1_kg.28_#_34_#_TRINITY_DN5143_c0_g1_i1"	"jgi|Yarlip1|132283|fgenesh1_kg.28_#_34_#_TRINITY_DN5143_c0_g1_i1"	"Q6BZQ4"	"YALI0F31713p"	"0"	"0"	"DNA binding [GO:0003677]"	"27.22563786441248"															"1"	"0"	"0"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-27042-MONOMER	"jgi|Yarlip1|132284|fgenesh1_kg.28_#_35_#_TRINITY_DN6750_c0_g1_i1"	"jgi|Yarlip1|132284|fgenesh1_kg.28_#_35_#_TRINITY_DN6750_c0_g1_i1"	"Q6BZQ3"	"Ribonucleoside-diphosphate reductase (EC 1.17.4.1)"	"CDP metabolic process [GO:0046704]; dCDP biosynthetic process [GO:0006240]; DNA replication [GO:0006260]; dTTP biosynthetic process [GO:0006235]"	"ribonucleoside-diphosphate reductase complex [GO:0005971]"	"ATP binding [GO:0005524]; CDP reductase activity [GO:0051063]; nucleoside diphosphate kinase activity [GO:0004550]"	"35.08141387066429"	"34.74949625308869"	"34.560386070402835"	"34.67931858197645"	"35.041292241514384"	"34.10292326858366"	"34.35788520926393"	"34.88042315748786"	"34.4681877046537"	"34.642307321306134"	"33.76382301306791"	"34.100864054600166"	"33.77640445676384"	"0.0745936580757392"	"0.228683143742488"	"4"	"4"	"5"	"-0.1720227248206072"	"-0.6173363839547221"	"-0.4453136591341149"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-27049-MONOMER	"jgi|Yarlip1|132290|fgenesh1_kg.28_#_41_#_TRINITY_DN3237_c0_g1_i1"	"jgi|Yarlip1|132290|fgenesh1_kg.28_#_41_#_TRINITY_DN3237_c0_g1_i1"	"P09379"	"GTPase-activating protein GYP7 (GAP for YPT7)"	"activation of GTPase activity [GO:0090630]; intracellular protein transport [GO:0006886]; regulation of vesicle fusion [GO:0031338]"	"endomembrane system [GO:0012505]; intracellular [GO:0005622]"	"GTPase activator activity [GO:0005096]; Rab GTPase binding [GO:0017137]"	"30.20341673138647"	"29.58675221683739"		"33.166000432074334"		"33.029929696656275"	"30.780191509753514"		"30.788149720088995"	"32.852721459409054"	"31.033626152570868"	"32.54340027530873"	"28.16429647126259"			"3"	"2"	"5"	"0.919670809772164"	"0.09104902229531575"	"-0.8286217874768482"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"98.9"	"98.9"
G1FV3-27052-MONOMER	"jgi|Yarlip1|132293|fgenesh1_kg.28_#_44_#_TRINITY_DN6301_c0_g1_i1"	"jgi|Yarlip1|132293|fgenesh1_kg.28_#_44_#_TRINITY_DN6301_c0_g1_i1"	"Q6BZP6"	"YALI0F31977p"	"DNA replication [GO:0006260]; double-strand break repair via homologous recombination [GO:0000724]"	"chromosome [GO:0005694]; cytoplasm [GO:0005737]; nucleus [GO:0005634]"	"ATP binding [GO:0005524]; ATP-dependent 3'-5' DNA helicase activity [GO:0043140]; DNA binding [GO:0003677]; four-way junction helicase activity [GO:0009378]"						"27.89735285398626"										"0"	"1"	"0"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-27053-MONOMER	"jgi|Yarlip1|132294|fgenesh1_kg.28_#_45_#_TRINITY_DN6541_c0_g1_i1"	"jgi|Yarlip1|132294|fgenesh1_kg.28_#_45_#_TRINITY_DN6541_c0_g1_i1"	"Q6BZP5"	"2-methylisocitrate lyase, mitochondrial (EC 4.1.3.30)"	"propionate catabolic process, 2-methylcitrate cycle [GO:0019629]"	"mitochondrial matrix [GO:0005759]"	"methylisocitrate lyase activity [GO:0046421]"	"36.88640858487624"	"37.29638636386393"	"36.343165320729824"	"36.76143860090952"	"36.82407601304347"	"36.938388397747175"	"36.93211404469004"	"37.01789732264557"	"37.31828090079669"	"37.363398366207626"	"36.75913556066303"	"37.18332170950704"	"36.9146497481953"	"0.326875178416051"	"0.387282137393316"	"4"	"4"	"5"	"0.10626922693668206"	"0.2859075394790551"	"0.17963831254237306"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-27470-MONOMER	"jgi|Yarlip1|124446|fgenesh1_kg.3_#_978_#_TRINITY_DN9442_c0_g2_i1"	"jgi|Yarlip1|124446|fgenesh1_kg.3_#_978_#_TRINITY_DN9442_c0_g2_i1"	"Q6C9Q2"	"YALI0D09229p"	"ribose phosphate biosynthetic process [GO:0046390]"	"0"	"sedoheptulose-bisphosphatase activity [GO:0050278]"	"33.53055037764619"	"36.87516123377128"	"33.983210865546894"	"33.915183922769316"	"33.16123910004427"	"32.9876101182556"	"33.5042995818184"	"32.870877436632526"	"33.284840853098686"	"33.712790769424274"	"33.16744967065496"	"33.42254225539077"	"33.96214432739388"	"0.101330701688976"	"0.260449765090792"	"4"	"4"	"5"	"-1.4450200407457245"	"-1.0660730247409091"	"0.3789470160048154"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-25173-MONOMER	"jgi|Yarlip1|124771|fgenesh1_kg.4_#_247_#_TRINITY_DN2336_c1_g1_i1"	"jgi|Yarlip1|124771|fgenesh1_kg.4_#_247_#_TRINITY_DN2336_c1_g1_i1"	"Q6C4K9"	"YALI0E25894p"	"protein N-linked glycosylation [GO:0006487]"	"alpha-1,6-mannosyltransferase complex [GO:0000136]"	"alpha-1,6-mannosyltransferase activity [GO:0000009]"	"27.53512073785127"		"31.37162586283827"	"34.53125533361785"		"32.579926151333844"		"26.81604438841066"		"32.639488448740885"	"32.043714815602456"	"32.70608798087601"				"3"	"2"	"3"	"-1.448015374896876"	"1.3170964369706617"	"2.7651118118675377"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-30153-MONOMER	"jgi|Yarlip1|95912|estExt_Genewise1.C_1_t40072"	"jgi|Yarlip1|95912|estExt_Genewise1.C_1_t40072"	"Q6CE83"	"YALI0B17754p"	"0"	"0"	"0"	"34.926640213489165"		"28.628814178643534"	"28.490371909578478"	"32.380188232748"	"28.771288863176057"	"27.73110923740439"	"28.025699051652722"		"29.136946419114878"	"34.25657038555671"	"27.916385743617763"	"23.758167899597275"	"0.767897393908777"	"0.529215442345479"	"3"	"4"	"4"	"-1.4548707543250998"	"-1.9149244885987393"	"-0.4600537342736395"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-27060-MONOMER	"jgi|Yarlip1|132311|fgenesh1_kg.28_#_62_#_TRINITY_DN11476_c0_g1_i1"	"jgi|Yarlip1|132311|fgenesh1_kg.28_#_62_#_TRINITY_DN11476_c0_g1_i1"	"Q6BZN9"	"YALI0F32175p"	"0"	"0"	"0"											"29.136115260907832"	"31.702686587824513"				"0"	"0"	"2"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-26053-MONOMER	"jgi|Yarlip1|126699|fgenesh1_kg.6_#_530_#_TRINITY_DN1012_c1_g1_i1"	"jgi|Yarlip1|126699|fgenesh1_kg.6_#_530_#_TRINITY_DN1012_c1_g1_i1"	"Q6C296"	"YALI0F09625p"	"coenzyme A biosynthetic process [GO:0015937]"	"integral component of membrane [GO:0016021]"	"ATP binding [GO:0005524]; dephospho-CoA kinase activity [GO:0004140]"	"36.082867005743566"	"35.80960937280324"	"31.777329100232013"	"32.71519914923417"	"31.50902855470433"	"33.050688021818154"	"33.108536415754095"	"32.89306890909864"	"32.32042000799276"	"31.72904772051401"	"28.85072985329767"	"30.663990416122314"	"31.45742162982282"	"0.0376053835609807"	"0.187135613850639"	"4"	"4"	"5"	"-1.4559206816594426"	"-3.0919292314533315"	"-1.636008549793889"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-28952-MONOMER	"jgi|Yarlip1|132339|fgenesh1_kg.29_#_21_#_TRINITY_DN5086_c0_g1_i1"	"jgi|Yarlip1|132339|fgenesh1_kg.29_#_21_#_TRINITY_DN5086_c0_g1_i1"	"B5FVC4"	"YALI0C15230p"	"0"	"0"	"0"													"25.166223164260064"			"0"	"0"	"1"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-28951-MONOMER	"jgi|Yarlip1|132341|fgenesh1_kg.29_#_23_#_TRINITY_DN5324_c0_g1_i1"	"jgi|Yarlip1|132341|fgenesh1_kg.29_#_23_#_TRINITY_DN5324_c0_g1_i1"	"Q6CBV3"	"Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase)"	"tyrosyl-tRNA aminoacylation [GO:0006437]"	"cytoplasmic stress granule [GO:0010494]; nucleus [GO:0005634]"	"ATP binding [GO:0005524]; tyrosine-tRNA ligase activity [GO:0004831]"	"35.97394307378182"	"36.49368311507529"	"36.33588757627048"	"35.94417405747096"	"36.359490871166656"	"36.35293441010416"	"35.960435416378814"	"36.50128624894152"	"36.34599992395515"	"36.08188182918598"	"35.83128918872007"	"36.1116738400885"	"36.48968490210404"	"0.755465899122041"	"0.528284519423177"	"4"	"4"	"5"	"0.10661478099815014"	"-0.014816018838885725"	"-0.12143079983703586"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-28947-MONOMER	"jgi|Yarlip1|132345|fgenesh1_kg.29_#_27_#_TRINITY_DN2715_c0_g1_i1"	"jgi|Yarlip1|132345|fgenesh1_kg.29_#_27_#_TRINITY_DN2715_c0_g1_i1"	"Q6CBV7"	"YALI0C15136p"	"0"	"0"	"0"								"30.755254249950205"			"29.99819597841937"		"29.587761009475283"			"0"	"1"	"2"			"-0.9622757560028781"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"99.61"	"99.61"
G1FV3-29018-MONOMER	"jgi|Yarlip1|131130|fgenesh1_kg.19_#_99_#_TRINITY_DN1208_c1_g1_i1"	"jgi|Yarlip1|131130|fgenesh1_kg.19_#_99_#_TRINITY_DN1208_c1_g1_i1"	"Q6CBP8"	"YALI0C16687p"	"developmental process [GO:0032502]; protein folding [GO:0006457]"	"cytoplasm [GO:0005737]"	"unfolded protein binding [GO:0051082]"	"30.4569954142169"	"33.16150071083302"	"28.91350682302379"	"29.404462447768033"	"30.132503946070056"	"28.478096522691274"	"29.340853421043953"	"28.142045105690823"	"26.582907335430104"	"30.265305353943702"	"31.29830495246336"	"23.232600100527513"	"30.692874040673956"	"0.471660258736645"	"0.435165502927028"	"4"	"4"	"5"	"-1.4607416000864042"	"-2.0697179923527074"	"-0.6089763922663032"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-24176-MONOMER	"jgi|Yarlip1|125706|fgenesh1_kg.5_#_259_#_TRINITY_DN3041_c0_g1_i1"	"jgi|Yarlip1|125706|fgenesh1_kg.5_#_259_#_TRINITY_DN3041_c0_g1_i1"	"Q6C755"	"YALI0E03630p"	"RNA catabolic process [GO:0006401]; rRNA processing [GO:0006364]"	"exosome (RNase complex) [GO:0000178]"	"3'-5'-exoribonuclease activity [GO:0000175]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]"	"34.182591114187986"	"33.64945078021664"	"32.08878443077278"	"31.9662489069605"	"31.791999908487572"	"32.18737022595834"	"30.78304903211955"	"31.275694118190692"	"31.721967979034325"	"31.161815421912387"	"30.563078516243923"	"31.769146046704755"	"31.460473879064832"	"0.0208508950319787"	"0.152996094051276"	"4"	"4"	"5"	"-1.4622404868454453"	"-1.6364724394424393"	"-0.17423195259699398"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-28939-MONOMER	"jgi|Yarlip1|132375|fgenesh1_kg.29_#_57_#_TRINITY_DN7918_c0_g1_i1"	"jgi|Yarlip1|132375|fgenesh1_kg.29_#_57_#_TRINITY_DN7918_c0_g1_i1"	"Q6CBW4"	"YALI0C14960p"	"double-strand break repair via break-induced replication [GO:0000727]; intra-S DNA damage checkpoint [GO:0031573]; mitotic G2 DNA damage checkpoint [GO:0007095]; replication fork processing [GO:0031297]; resolution of meiotic recombination intermediates [GO:0000712]"	"Holliday junction resolvase complex [GO:0048476]; nucleus [GO:0005634]"	"3'-flap endonuclease activity [GO:0048257]; DNA binding [GO:0003677]"		"23.123541735946663"									"24.30472953653264"					"1"	"0"	"1"		"1.1811878005859775"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"99.84"	"99.84"
G1FV3-28936-MONOMER	"jgi|Yarlip1|132383|fgenesh1_kg.29_#_65_#_TRINITY_DN1490_c0_g2_i1"	"jgi|Yarlip1|132383|fgenesh1_kg.29_#_65_#_TRINITY_DN1490_c0_g2_i1"	"Q6CBW6"	"YALI0C14872p"	"0"	"integral component of membrane [GO:0016021]"	"0"										"27.311899753544523"						"0"	"0"	"1"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-24509-MONOMER	"jgi|Yarlip1|132384|fgenesh1_kg.30_#_1_#_TRINITY_DN6170_c0_g1_i1"	"jgi|Yarlip1|132384|fgenesh1_kg.30_#_1_#_TRINITY_DN6170_c0_g1_i1"	"Q6C6A3"	"YALI0E11121p"	"0"	"integral component of membrane [GO:0016021]"	"0"																"0"	"0"	"0"				"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-24508-MONOMER	"jgi|Yarlip1|132386|fgenesh1_kg.30_#_3_#_TRINITY_DN5098_c0_g1_i1"	"jgi|Yarlip1|132386|fgenesh1_kg.30_#_3_#_TRINITY_DN5098_c0_g1_i1"	"Q6L8K7"	"Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Peroxisomal acetoacetyl-CoA thiolase) (Thiolase)"	"fatty acid beta-oxidation [GO:0006635]"	"mitochondrion [GO:0005739]; peroxisome [GO:0005777]"	"acetyl-CoA C-acetyltransferase activity [GO:0003985]; metal ion binding [GO:0046872]"	"36.83924832209172"	"37.16632503724392"	"36.94456307431754"	"37.03578317548803"	"36.795303050083895"	"37.03672484061587"	"37.23762499713668"	"37.30639954747979"	"37.00107050049624"	"37.022849665147035"	"37.04573900240865"	"36.79166979396122"	"37.136933645972434"	"0.648360804179585"	"0.496355857989319"	"4"	"4"	"5"	"0.09753320654375841"	"0.0031726193118117862"	"-0.09436058723194662"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-24505-MONOMER	"jgi|Yarlip1|132391|fgenesh1_kg.30_#_8_#_TRINITY_DN1625_c0_g1_i1"	"jgi|Yarlip1|132391|fgenesh1_kg.30_#_8_#_TRINITY_DN1625_c0_g1_i1"	"Q6C6A8"	"YALI0E11033p"	"0"	"mitochondrial large ribosomal subunit [GO:0005762]"	"structural constituent of ribosome [GO:0003735]"	"34.47155126528907"	"34.54420270176202"	"32.02032368794005"	"33.69455264354519"	"33.61983745850112"	"33.67328023274019"	"32.489415151773734"	"33.33726317229392"	"33.960536504285045"	"33.64690857421039"	"33.45173296021646"	"34.068944007217866"	"34.07786675416355"	"0.529930691614545"	"0.455286580804691"	"4"	"4"	"5"	"-0.4027085708068441"	"0.15854018538457382"	"0.5612487561914179"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-24769-MONOMER	"jgi|Yarlip1|128386|fgenesh1_kg.10_#_173_#_TRINITY_DN1807_c1_g1_i1"	"jgi|Yarlip1|128386|fgenesh1_kg.10_#_173_#_TRINITY_DN1807_c1_g1_i1"	"Q6C5L9"	"YALI0E16907p"	"0"	"0"	"phosphotransferase activity, alcohol group as acceptor [GO:0016773]"	"31.109110818382575"	"31.308747642109473"	"31.284348056433075"	"28.626037897603624"	"30.00099148317415"	"30.64921072369282"	"24.014781937573158"	"31.7945777874506"	"31.44131339350091"	"30.181236706911523"	"30.774985609724652"	"31.40406141782979"	"30.97463687683898"	"0.419284926004927"	"0.418666352553617"	"4"	"4"	"5"	"-1.4671706206595019"	"0.3731856973289851"	"1.840356317988487"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"100.0"	"100.0"
G1FV3-24500-MONOMER	"jgi|Yarlip1|132394|fgenesh1_kg.30_#_11_#_TRINITY_DN3392_c0_g1_i1"	"jgi|Yarlip1|132394|fgenesh1_kg.30_#_11_#_TRINITY_DN3392_c0_g1_i1"	"Q6C6B1"	"Protein-lysine N-methyltransferase EFM4 (EC 2.1.1.-) (Elongation factor methyltransferase 4)"	"peptidyl-lysine dimethylation [GO:0018027]; peptidyl-lysine monomethylation [GO:0018026]; vesicle-mediated transport [GO:0016192]"	"cytoplasm [GO:0005737]"	"protein-lysine N-methyltransferase activity [GO:0016279]"	"28.871089016859866"		"28.88811897212028"	"29.32645993576676"			"29.367676259908084"		"28.830713982182584"	"29.65756528267093"	"30.16521221091874"	"30.411348833353273"	"28.536270044611978"			"3"	"1"	"5"	"0.33912028499244684"	"0.4916660958318637"	"0.15254581083941687"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-24499-MONOMER	"jgi|Yarlip1|132395|fgenesh1_kg.30_#_12_#_TRINITY_DN7784_c0_g1_i1"	"jgi|Yarlip1|132395|fgenesh1_kg.30_#_12_#_TRINITY_DN7784_c0_g1_i1"	"Q6C6B2"	"YALI0E10901p"	"G1/S transition of mitotic cell cycle [GO:0000082]; positive regulation of GTPase activity [GO:0043547]; protein import into nucleus [GO:0006606]; RNA export from nucleus [GO:0006405]; spindle organization [GO:0007051]; ubiquitin-dependent protein catabolic process [GO:0006511]"	"cytoplasm [GO:0005737]; nucleus [GO:0005634]"	"Ran GTPase binding [GO:0008536]"	"31.772762564691824"	"32.152865672487515"	"31.497732042612196"	"31.184627141728967"	"31.215753000419184"	"31.66846005440031"	"31.31997339232682"	"31.24574902625183"	"32.24830546822031"	"32.3715396652324"	"31.437062576323235"	"31.479238173084102"	"31.678007730643323"	"0.210538934974982"	"0.327713058927361"	"4"	"4"	"5"	"-0.2895129870305908"	"0.19083386732054564"	"0.48034685435113644"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"95.11"	"95.11"
G1FV3-24498-MONOMER	"jgi|Yarlip1|132396|fgenesh1_kg.30_#_13_#_TRINITY_DN3115_c0_g1_i1"	"jgi|Yarlip1|132396|fgenesh1_kg.30_#_13_#_TRINITY_DN3115_c0_g1_i1"	"Q6C6B3"	"YALI0E10879p"	"microtubule-based movement [GO:0007018]"	"kinesin complex [GO:0005871]"	"ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; microtubule binding [GO:0008017]"	"28.530514333045126"			"28.65785485904485"				"28.18640823053443"								"2"	"1"	"0"	"-0.4077763655105606"			"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"99.82"	"99.82"
G1FV3-27426-MONOMER	"jgi|Yarlip1|124385|fgenesh1_kg.3_#_917_#_TRINITY_DN6181_c0_g1_i1"	"jgi|Yarlip1|124385|fgenesh1_kg.3_#_917_#_TRINITY_DN6181_c0_g1_i1"	"Q6C9U5"	"YALI0D08294p"	"0"	"nuclear pore [GO:0005643]"	"0"	"30.152623946192875"	"29.089506610615032"	"27.888554493936752"	"33.75911839301525"		"28.27498083341023"	"28.33543274593097"	"29.653305035482916"	"27.26785195718861"	"28.571737572230315"			"35.526494948308795"	"0.745006113209991"	"0.524887237066479"	"4"	"3"	"3"	"-1.4678779893319422"	"0.23291063163592796"	"1.7007886209678702"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"99.89"	"99.89"
G1FV3-24495-MONOMER	"jgi|Yarlip1|132400|fgenesh1_kg.30_#_17_#_TRINITY_DN6150_c1_g1_i1"	"jgi|Yarlip1|132400|fgenesh1_kg.30_#_17_#_TRINITY_DN6150_c1_g1_i1"	"Q6C6B6"	"YALI0E10813p"	"mitochondrial transport [GO:0006839]"	"integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]"	"ADP transmembrane transporter activity [GO:0015217]; ATP transmembrane transporter activity [GO:0005347]; calcium ion binding [GO:0005509]"				"25.531927536868942"				"32.19704590276389"								"1"	"1"	"0"	"6.665118365894948"			"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-24493-MONOMER	"jgi|Yarlip1|132402|fgenesh1_kg.30_#_19_#_TRINITY_DN27_c0_g1_i1"	"jgi|Yarlip1|132402|fgenesh1_kg.30_#_19_#_TRINITY_DN27_c0_g1_i1"	"Q6C6B8"	"YALI0E10769p"	"meiotic mismatch repair [GO:0000710]; mismatch repair [GO:0006298]"	"MutLalpha complex [GO:0032389]"	"ATPase activity [GO:0016887]; ATP binding [GO:0005524]; dinucleotide insertion or deletion binding [GO:0032139]; heteroduplex DNA loop binding [GO:0000404]; single-stranded DNA binding [GO:0003697]"		"20.688591815831636"		"34.30979567876188"					"28.05159903624406"	"28.452854918796646"			"29.395869255101577"			"2"	"0"	"3"		"1.1342473227506673"		"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"99.89"	"99.89"
G1FV3-24492-MONOMER	"jgi|Yarlip1|132403|fgenesh1_kg.30_#_20_#_TRINITY_DN7796_c0_g1_i1"	"jgi|Yarlip1|132403|fgenesh1_kg.30_#_20_#_TRINITY_DN7796_c0_g1_i1"	"Q6C6B9"	"YALI0E10747p"	"DNA-dependent DNA replication [GO:0006261]; DNA repair [GO:0006281]; DNA strand elongation involved in DNA replication [GO:0006271]; mitotic DNA replication checkpoint [GO:0033314]; UV-damage excision repair [GO:0070914]"	"DNA replication factor C complex [GO:0005663]; Elg1 RFC-like complex [GO:0031391]; nucleus [GO:0005634]"	"ATP binding [GO:0005524]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]"	"31.16350971763288"	"33.03574893307882"	"31.24249939042273"	"30.927575207482533"	"31.507845047244064"	"31.09130748483376"	"29.910879430651992"	"32.691777038554065"	"31.501376245214423"	"31.011140018919058"	"30.135365585612114"	"32.000205794809894"	"31.830511130009477"	"0.877056075483741"	"0.559325793639768"	"4"	"4"	"5"	"-0.29188106183326923"	"-0.29661355724124405"	"-0.004732495407974824"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-24489-MONOMER	"jgi|Yarlip1|132408|fgenesh1_kg.30_#_25_#_TRINITY_DN845_c0_g1_i1"	"jgi|Yarlip1|132408|fgenesh1_kg.30_#_25_#_TRINITY_DN845_c0_g1_i1"	"Q6C6C1"	"YALI0E10681p"	"0"	"nucleus [GO:0005634]"	"transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000982]; transcription regulatory region DNA binding [GO:0044212]; zinc ion binding [GO:0008270]"		"27.64051448328515"			"28.972789644577276"											"1"	"1"	"0"	"1.3322751612921273"			"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"97.85"	"97.85"
G1FV3-24487-MONOMER	"jgi|Yarlip1|132409|fgenesh1_kg.30_#_26_#_TRINITY_DN10132_c0_g1_i1"	"jgi|Yarlip1|132409|fgenesh1_kg.30_#_26_#_TRINITY_DN10132_c0_g1_i1"	"Q6C6C3"	"YALI0E10637p"	"amino acid transmembrane transport [GO:0003333]"	"integral component of membrane [GO:0016021]; vacuolar membrane [GO:0005774]"	"amino acid transmembrane transporter activity [GO:0015171]"	"29.98770497935574"	"28.750278554657783"	"29.8319976732964"	"28.999567527806125"	"28.731012100395773"	"27.72611440234622"	"28.496236345397666"	"30.2087397121483"	"30.838917448373262"	"29.004772912822627"	"29.150446585028323"	"28.838591405917157"	"29.74096693493266"	"0.433119873971069"	"0.424529659273835"	"4"	"4"	"5"	"-0.6018615437070203"	"0.12235187363579669"	"0.724213417342817"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
G1FV3-24483-MONOMER	"jgi|Yarlip1|132416|fgenesh1_kg.30_#_33_#_TRINITY_DN1167_c0_g2_i1"	"jgi|Yarlip1|132416|fgenesh1_kg.30_#_33_#_TRINITY_DN1167_c0_g2_i1"	"Q6C6C7"	"YALI0E10549p"	"0"	"plasma membrane [GO:0005886]"	"0"	"30.460969839782585"	"30.388302861223217"	"28.23520321440318"	"30.12331872976985"	"29.28957794132764"	"30.84968418361772"	"30.06383050779112"	"29.109610898188997"	"27.20153676995751"	"30.167060377560837"	"29.468961907874057"	"27.76346480655091"	"29.904892838448667"	"0.388629242415052"	"0.409243242639581"	"4"	"4"	"5"	"0.02622722143666323"	"-0.900765321216312"	"-0.9269925426529753"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"100.0"	"100.0"
